      1000  0.34E-04  0.70E-04  0.70E-04
      2000  0.66E-04  0.83E-05  0.24E-04
      3000  0.68E-04  0.31E-05  0.18E-04
      4000  0.54E-04  0.18E-05  0.85E-05
      5000  0.44E-04  0.11E-05  0.91E-05
      6000  0.36E-04  0.11E-05  0.67E-05
      7000  0.29E-04  0.75E-06  0.64E-05
      8000  0.24E-04  0.73E-06  0.61E-05
      9000  0.20E-04  0.74E-06  0.53E-05
     10000  0.18E-04  0.14E-05  0.45E-05
     11000  0.17E-04  0.15E-05  0.36E-05
     12000  0.16E-04  0.10E-05  0.28E-05
     13000  0.13E-04  0.72E-06  0.18E-05
     14000  0.10E-04  0.68E-06  0.18E-05
     15000  0.82E-05  0.10E-05  0.18E-05
     16000  0.66E-05  0.86E-06  0.16E-05
     17000  0.54E-05  0.78E-06  0.15E-05
     18000  0.42E-05  0.70E-06  0.15E-05
     19000  0.32E-05  0.67E-06  0.14E-05
     20000  0.29E-03  0.23E-04  0.37E-04
     21000  0.30E-03  0.76E-05  0.21E-04
     22000  0.31E-03  0.17E-05  0.76E-05
     23000  0.31E-03  0.11E-05  0.59E-05
     24000  0.30E-03  0.90E-06  0.38E-05
     25000  0.30E-03  0.68E-06  0.29E-05
     26000  0.29E-03  0.76E-06  0.20E-05
     27000  0.29E-03  0.57E-06  0.18E-05
     28000  0.29E-03  0.68E-06  0.18E-05
     29000  0.29E-03  0.89E-06  0.19E-05
     30000  0.29E-03  0.76E-06  0.20E-05
     31000  0.29E-03  0.68E-06  0.16E-05
     32000  0.29E-03  0.72E-06  0.18E-05
     33000  0.29E-03  0.74E-06  0.18E-05
     34000  0.29E-03  0.67E-06  0.17E-05
     35000  0.28E-03  0.88E-06  0.15E-05
     36000  0.28E-03  0.58E-06  0.11E-05
     37000  0.28E-03  0.48E-06  0.10E-05
     38000  0.28E-03  0.50E-06  0.11E-05
     39000  0.28E-03  0.52E-06  0.10E-05
     40000  0.29E-03  0.23E-04  0.37E-04
     41000  0.30E-03  0.56E-05  0.12E-04
     42000  0.31E-03  0.14E-05  0.71E-05
     43000  0.31E-03  0.98E-06  0.58E-05
     44000  0.30E-03  0.10E-05  0.31E-05
     45000  0.30E-03  0.55E-06  0.23E-05
     46000  0.30E-03  0.56E-06  0.14E-05
     47000  0.30E-03  0.53E-06  0.17E-05
     48000  0.30E-03  0.66E-06  0.18E-05
     49000  0.30E-03  0.61E-06  0.18E-05
     50000  0.29E-03  0.75E-06  0.16E-05
     51000  0.29E-03  0.56E-06  0.13E-05
     52000  0.29E-03  0.57E-06  0.11E-05
     53000  0.29E-03  0.62E-06  0.85E-06
     54000  0.29E-03  0.49E-06  0.84E-06
     55000  0.29E-03  0.47E-06  0.92E-06
     56000  0.29E-03  0.50E-06  0.11E-05
     57000  0.29E-03  0.49E-06  0.85E-06
     58000  0.29E-03  0.43E-06  0.74E-06
     59000  0.29E-03  0.44E-06  0.71E-06
     60000  0.25E-03  0.23E-04  0.37E-04
     61000  0.26E-03  0.45E-05  0.89E-05
